914,2829,4,3,5,0,2,Large Ogre Chain Armor
920,19703,2,4,21,32,2,Wicked Spiked Mace
922,22097,2,8,17,26,1,Dacian Falx
923,22080,2,7,21,32,1,Longsword
924,22131,2,5,17,26,1,Maul
925,4351,2,4,21,32,1,Flail
926,22108,2,1,17,26,1,Battle Axe
927,22106,2,0,13,32,1,Double Axe
928,22151,2,10,17,30,1,Long Staff
934,19405,2,0,13,32,3,Stalvan's Reaper
935,8274,2,7,13,32,3,Night Watch Shortsword
936,5215,2,4,13,32,3,Midnight Mace
937,20329,2,10,17,30,3,Black Duskwood Staff
940,16676,4,1,20,0,4,Robes of Insight
943,20256,2,10,17,30,4,Warden Staff
944,20253,2,10,17,30,4,Elemental Mage Staff
964,9744,4,0,4,0,1,Deprecated Red Linen Shirt
983,4878,4,1,6,0,1,Red Linen Sash
997,859,2,7,21,32,1,Fire Sword of Crippling
1008,1550,2,7,21,32,1,Well-used Sword
1009,8583,2,4,21,32,2,Compact Hammer
1010,20440,2,10,17,30,1,Gnarled Short Staff
1011,19273,2,0,21,32,1,Sharp Axe
1024,15304,4,2,1,0,1,Plate Helmet D2 (test)
1026,15305,4,2,1,0,1,Plate Helmet D3 (test)
1027,15294,4,2,1,0,1,Mail Helmet A (Test)
1121,703,4,2,8,0,3,Feet of the Lynx
1131,9557,4,0,23,0,2,Totem of Infliction
1154,6833,4,3,6,0,1,Belt of the People's Militia
1155,20327,2,10,17,30,3,Rod of the Sleepwalker
1158,19643,2,4,21,32,1,Solid Metal Club
1159,4994,2,10,17,30,1,Militia Quarterstaff
1161,1544,2,7,21,32,1,Militia Shortsword
1162,13219,4,1,1,0,1,Pirates Patch (Test)
1166,2208,4,6,14,28,1,Dented Buckler
1167,18506,4,6,14,28,1,Small Targe
1168,30993,4,6,14,28,4,Skullflame Shield
1169,18816,4,6,14,28,4,Blackskull Shield
1171,12707,4,1,20,0,1,Well-stitched Robe
1172,12313,4,0,23,0,2,Grayson's Torch
1173,6777,4,2,8,0,1,Weather-worn Boots
1182,6852,4,3,9,0,1,Brass-studded Bracers
1183,16927,4,1,9,0,1,Elastic Wristguards
1190,15120,4,1,16,0,2,Overseer's Cloak
1193,27782,4,6,14,28,1,Banded Buckler
1194,22093,2,8,17,26,1,Bastard Sword
1195,7495,2,5,17,26,1,Kobold Mining Shovel
1196,22114,2,1,17,26,1,Tabar
1197,5226,2,5,17,26,1,Giant Mace
1198,22095,2,8,17,26,1,Claymore
1200,18663,4,6,14,28,1,Large Wooden Shield
1201,2161,4,6,14,28,1,Dull Heater Shield
1202,2329,4,6,14,28,1,Wall Shield
1203,2594,4,6,14,28,3,Aegis of Stormwind
1204,1644,4,6,14,28,4,The Green Tower
1207,5223,2,4,13,32,2,Murphstar
1211,14260,4,2,5,0,2,Gnoll War Harness
1213,3613,4,2,9,0,1,Gnoll Kindred Bracers
1214,19625,2,4,21,32,2,Gnoll Punisher
1215,16942,4,2,6,0,2,Support Girdle
1218,5527,2,5,17,26,2,Heavy Gnoll War Club
1219,20122,2,7,21,32,2,Redridge Machete
1220,19232,2,1,17,26,2,Lupine Axe
1254,24380,4,0,28,0,1,Lesser Firestone
1255,26945,4,3,9,0,1,Brackwater Bracers
1263,22215,2,1,17,26,4,Brain Hacker
1264,5530,2,5,17,26,2,Headbasher
1265,20156,2,7,13,32,3,Scorpion Sting
1270,23113,4,1,16,0,2,Finely Woven Cloak
1273,12723,4,3,5,0,2,Forest Chain
1275,1019,4,3,5,0,2,Deputy Chain Coat
1276,2210,4,6,14,28,2,Fire Hardened Buckler
1280,15298,4,2,1,0,2,Cloaked Hood
1282,15324,4,3,1,0,2,Sparkmetal Coif
1287,6447,2,15,13,32,2,Giant Tarantula Fang
1292,8466,2,0,13,32,3,Butcher's Cleaver
1296,5195,2,4,21,32,2,Blackrock Mace
1297,19035,4,1,20,0,2,Robes of the Shadowcaster
1298,6305,4,1,9,0,0,Deprecated Night Mage Wristguards
1299,16717,4,1,6,0,2,Lesser Belt of the Spire
1300,20391,2,10,17,30,2,Lesser Staff of the Spire
1302,17174,4,2,10,0,2,Black Whelp Gloves
1303,6871,4,3,10,0,2,Bridgeworker's Gloves
1304,16818,4,1,10,0,2,Riding Gloves
1306,11387,4,2,9,0,2,Wolfmane Wristguards
1310,16971,4,2,7,0,2,Smith's Trousers
1314,17179,4,2,10,0,2,Ghoul Fingers
1317,20377,2,10,17,30,2,Hardened Root Staff
1318,19290,2,1,17,26,3,Night Reaver
1351,16897,4,1,9,0,2,Fingerbone Bracers
1355,23014,4,1,16,0,2,Buckskin Cape
1359,6751,4,2,10,0,1,Lion-stamped Gloves
1360,7000,4,3,10,0,1,Stormwind Chain Gloves
1364,14339,4,2,5,0,0,Ragged Leather Vest
1366,14338,4,2,7,0,0,Ragged Leather Pants
1367,14354,4,2,8,0,0,Ragged Leather Boots
1368,17184,4,2,10,0,0,Ragged Leather Gloves
1369,14335,4,2,6,0,0,Ragged Leather Belt
1370,14336,4,2,9,0,0,Ragged Leather Bracers
1372,23054,4,1,16,0,0,Ragged Cloak
1374,16659,4,1,8,0,0,Frayed Shoes
1376,23090,4,1,16,0,0,Frayed Cloak
1377,16657,4,1,10,0,0,Frayed Gloves
1378,16656,4,1,7,0,0,Frayed Pants
1380,12426,4,1,20,0,0,Frayed Robe
1382,19636,2,4,21,32,1,Rock Mace
1383,8495,2,0,21,32,1,Stone Tomahawk
1384,1546,2,7,21,32,1,Dull Blade
1386,19247,2,1,17,26,1,Thistlewood Axe
1387,20087,2,8,17,26,2,Ghoulfang
1388,20450,2,10,17,30,1,Crooked Staff
1389,8575,2,4,21,32,1,Kobold Mining Mallet
1391,20410,2,10,17,30,2,Riverpaw Mystic Staff
1394,5204,2,4,21,32,2,Driftwood Club
1395,9924,4,1,7,0,0,Apprentice's Pants
1396,3260,4,1,7,0,0,Acolyte's Pants
1405,5540,2,10,17,30,2,Foamspittle Staff
1406,5638,2,6,17,26,2,Pearl-encrusted Spear
1411,20442,2,10,17,30,0,Withered Staff
1412,20074,2,8,17,26,0,Crude Bastard Sword
1413,1547,2,7,21,32,0,Feeble Sword
1414,19525,2,5,17,26,0,Cracked Sledge
1415,19613,2,4,21,32,0,Carpenter's Mallet
1416,8495,2,0,21,32,0,Rusty Hatchet
1417,8501,2,1,17,26,0,Beaten Battle Axe
1418,14344,4,2,6,0,0,Worn Leather Belt
1419,14353,4,2,8,0,0,Worn Leather Boots
1420,4471,4,2,9,0,0,Worn Leather Bracers
1421,23083,4,1,16,0,0,Worn Hide Cloak
1422,14345,4,2,10,0,0,Worn Leather Gloves
1423,14346,4,2,7,0,0,Worn Leather Pants
1425,14190,4,2,5,0,0,Worn Leather Vest
1427,16798,4,1,8,0,0,Patchwork Shoes
1429,23130,4,1,16,0,0,Patchwork Cloak
1430,16797,4,1,10,0,0,Patchwork Gloves
1431,16796,4,1,7,0,0,Patchwork Pants
1433,16795,4,1,5,0,0,Patchwork Armor
1436,17144,4,2,7,0,2,Frontier Britches
1438,25943,4,6,14,28,1,Warrior's Shield
1440,8570,2,4,21,32,2,Gnoll Skull Basher
1445,10167,4,3,3,0,1,Blackrock Pauldrons
1446,6841,4,3,8,0,2,Blackrock Boots
1448,6842,4,3,10,0,2,Blackrock Gauntlets
1454,8457,2,0,13,32,3,Axe of the Enforcer
1455,22214,2,1,17,26,2,Blackrock Champion's Axe
1457,19683,2,4,21,32,2,Shadowhide Mace
1458,8601,2,5,17,26,2,Shadowhide Maul
1459,19136,2,0,21,32,2,Shadowhide Scalper
1460,20109,2,8,17,26,2,Shadowhide Two-handed Sword
1461,19375,2,1,17,26,2,Slayer's Battle Axe
1465,20594,2,15,13,32,2,Tigerbane
1469,20154,2,7,21,32,2,Scimitar of Atun
1473,20402,2,10,17,30,2,Riverside Staff
1479,16710,4,1,10,0,1,Salma's Oven Mitts
1480,9381,2,4,21,32,2,Fist of the People's Militia
1481,25595,2,0,13,32,3,Grimclaw
1482,20089,2,7,21,32,3,Shadowfang
1483,9117,2,4,13,32,3,Face Smasher
1484,9122,2,10,17,30,3,Witching Stave
1485,7464,2,6,17,26,0,Pitchfork
1486,9889,4,1,5,0,3,Tree Bark Jacket
1488,12960,4,3,5,0,3,Avenger's Armor
1489,8676,4,2,5,0,3,Gloomshroud Armor
1493,5165,2,7,21,32,3,Heavy Marauder Scimitar
1495,16553,4,1,8,0,0,Calico Shoes
1497,23094,4,1,16,0,0,Calico Cloak
1498,14348,4,1,10,0,0,Calico Gloves
1499,16552,4,1,7,0,0,Calico Pants
1501,16551,4,1,5,0,0,Calico Tunic
1502,16947,4,2,6,0,0,Warped Leather Belt
1503,14846,4,2,8,0,0,Warped Leather Boots
1504,17024,4,2,9,0,0,Warped Leather Bracers
1505,23076,4,1,16,0,0,Warped Cloak
1506,17077,4,2,10,0,0,Warped Leather Gloves
1507,17156,4,2,7,0,0,Warped Leather Pants
1509,18466,4,2,5,0,0,Warped Leather Vest
1510,19775,2,4,21,32,0,Heavy Hammer
1511,20173,2,7,21,32,0,Commoner's Sword
1512,19226,2,1,17,26,0,Crude Battle Axe
1513,20092,2,8,17,26,0,Old Greatsword
1514,19533,2,5,17,26,0,Rusty Warhammer
1515,20421,2,10,17,30,0,Rough Wooden Staff
1516,8498,2,0,21,32,0,Worn Hatchet
1521,19306,2,1,17,26,2,Lumbering Ogre Axe
1522,22239,2,6,17,26,2,Headhunting Spear
1523,5534,2,5,17,26,2,Huge Stone Club
1539,20395,2,10,17,30,2,Gnarled Hermit's Staff
1547,21551,4,6,14,28,2,Shield of the Faith
1557,18456,4,6,14,28,2,Buckler of the Seas
1560,16856,4,1,8,0,2,Bluegill Sandals
1561,12671,4,1,20,0,2,Harvester's Robe
1566,20078,2,8,17,26,2,Edge of the People's Militia
1602,8489,2,0,13,32,3,Sickle Axe
1604,20188,2,8,17,26,2,Chromatic Sword
1607,20272,2,10,17,30,3,Soulkeeper
1608,19743,2,4,13,32,2,Skullcrusher Mace
1613,28470,2,10,17,30,2,Spiritchaser Staff
1624,15340,4,3,1,0,2,Skullsplitter Helm
1625,26586,2,8,17,26,2,Exquisite Flamberge
1639,5128,2,1,17,26,2,Grinning Axe
1640,8526,2,1,17,26,2,Monstrous War Axe
1659,1795,4,1,10,0,2,Engineering Gloves
1664,18289,2,10,17,30,2,Spellforce Rod
1677,8678,4,3,5,0,2,Drake-scale Vest
1678,11269,4,3,8,0,3,Black Ogre Kickers
1679,5137,2,5,17,26,2,Korg Bat
1680,19304,2,1,17,26,2,Headchopper
1715,8683,4,3,5,0,3,Polished Jazeraint Armor
1716,16667,4,1,20,0,3,Robe of the Magi
1717,12960,4,3,5,0,3,Double Link Tunic
1718,17137,4,2,7,0,3,Basilisk Hide Pants
1720,21460,2,10,17,30,3,Tanglewood Staff
1721,8581,2,4,21,32,3,Viking Warhammer
1722,15467,2,5,17,26,3,Thornstone Sledgehammer
1726,20749,2,6,17,26,3,Poison-tipped Bone Spear
1727,12827,2,7,21,32,3,Sword of Decay
1728,19997,2,7,21,32,4,Teebu's Blazing Longsword
1730,6902,4,3,6,0,0,Worn Mail Belt
1731,6903,4,3,8,0,0,Worn Mail Boots
1732,6904,4,3,9,0,0,Worn Mail Bracers
1733,15272,4,1,16,0,0,Worn Cloak
1734,6905,4,3,10,0,0,Worn Mail Gloves
1735,687,4,3,7,0,0,Worn Mail Pants
1737,977,4,3,5,0,0,Worn Mail Vest
1738,6902,4,3,6,0,0,Laced Mail Belt
1739,6903,4,3,8,0,0,Laced Mail Boots
1740,6904,4,3,9,0,0,Laced Mail Bracers
1741,15065,4,1,16,0,0,Laced Cloak
1742,6905,4,3,10,0,0,Laced Mail Gloves
1743,687,4,3,7,0,0,Laced Mail Pants
1744,6914,4,3,3,0,0,Laced Mail Shoulderpads
1745,977,4,3,5,0,0,Laced Mail Vest
1746,6902,4,3,6,0,0,Linked Chain Belt
1747,6903,4,3,8,0,0,Linked Chain Boots
1748,6904,4,3,9,0,0,Linked Chain Bracers
1749,15074,4,1,16,0,0,Linked Chain Cloak
1750,6905,4,3,10,0,0,Linked Chain Gloves
1751,687,4,3,7,0,0,Linked Chain Pants
1752,6914,4,3,3,0,0,Linked Chain Shoulderpads
1753,977,4,3,5,0,0,Linked Chain Vest
1754,6902,4,3,6,0,0,Reinforced Chain Belt
1755,6903,4,3,8,0,0,Reinforced Chain Boots
1756,6904,4,3,9,0,0,Reinforced Chain Bracers
1757,15181,4,1,16,0,0,Reinforced Chain Cloak
1758,6905,4,3,10,0,0,Reinforced Chain Gloves
1759,687,4,3,7,0,0,Reinforced Chain Pants
1760,6914,4,3,3,0,0,Reinforced Chain Shoulderpads
1761,977,4,3,5,0,0,Reinforced Chain Vest
1764,7578,4,1,8,0,0,Canvas Shoes
1766,23095,4,1,16,0,0,Canvas Cloak
1767,14065,4,1,10,0,0,Canvas Gloves
1768,14064,4,1,7,0,0,Canvas Pants
1769,16786,4,1,3,0,0,Canvas Shoulderpads
1770,14378,4,1,5,0,0,Canvas Vest
1772,3757,4,1,8,0,0,Brocade Shoes
1774,23093,4,1,16,0,0,Brocade Cloak
1775,14370,4,1,10,0,0,Brocade Gloves
1776,12930,4,1,7,0,0,Brocade Pants
1777,14371,4,1,3,0,0,Brocade Shoulderpads
1778,14377,4,1,5,0,0,Brocade Vest
1780,16820,4,1,8,0,0,Cross-stitched Sandals
1782,23102,4,1,16,0,0,Cross-stitched Cloak
1783,14373,4,1,10,0,0,Cross-stitched Gloves
1784,14374,4,1,7,0,0,Cross-stitched Pants
1785,14121,4,1,3,0,0,Cross-stitched Shoulderpads
1786,14376,4,1,5,0,0,Cross-stitched Vest
1787,14360,4,2,6,0,0,Patched Leather Belt
1788,16990,4,2,8,0,0,Patched Leather Boots
1789,3653,4,2,9,0,0,Patched Leather Bracers
1790,23050,4,1,16,0,0,Patched Cloak
1791,972,4,2,10,0,0,Patched Leather Gloves
1792,6731,4,2,7,0,0,Patched Leather Pants
1793,14361,4,2,3,0,0,Patched Leather Shoulderpads
1794,14272,4,2,5,0,0,Patched Leather Jerkin
1795,16935,4,2,6,0,0,Rawhide Belt
1796,16992,4,2,8,0,0,Rawhide Boots
1797,17015,4,2,9,0,0,Rawhide Bracers
1798,23058,4,1,16,0,0,Rawhide Cloak
1799,17066,4,2,10,0,0,Rawhide Gloves
1800,16967,4,2,7,0,0,Rawhide Pants
1801,15002,4,2,3,0,0,Rawhide Shoulderpads
1802,16895,4,2,5,0,0,Rawhide Tunic
1803,16945,4,2,6,0,0,Tough Leather Belt
1804,16998,4,2,8,0,0,Tough Leather Boots
1805,17022,4,2,9,0,0,Tough Leather Bracers
1806,23072,4,1,16,0,0,Tough Cloak
1807,17072,4,2,10,0,0,Tough Leather Gloves
1808,16977,4,2,7,0,0,Tough Leather Pants
1809,14205,4,2,3,0,0,Tough Leather Shoulderpads
1810,14418,4,2,5,0,0,Tough Leather Armor
1811,20037,2,8,17,26,0,Blunt Claymore
1812,19245,2,1,17,26,0,Short-handled Battle Axe
1813,20413,2,10,17,30,0,Chipped Quarterstaff
1814,19534,2,5,17,26,0,Battered Mallet
1815,5217,2,4,21,32,0,Ornamental Mace
1816,8495,2,0,21,32,0,Unbalanced Axe
1817,20164,2,7,21,32,0,Stock Shortsword
1818,20183,2,8,17,26,0,Standard Claymore
1819,14039,2,0,21,32,0,Gouging Pick
1820,19535,2,5,17,26,0,Wooden Maul
1821,5151,2,7,21,32,0,Warped Blade
1822,20385,2,10,17,30,0,Cedar Walking Stick
1823,6794,2,4,21,32,0,Bludgeoning Cudgel
1824,19292,2,1,17,26,0,Shiny War Axe
1825,19784,2,4,21,32,0,Bulky Bludgeon
1826,8587,2,5,17,26,0,Rock Maul
1827,8482,2,0,21,32,0,Meat Cleaver
1828,19369,2,1,17,26,0,Stone War Axe
1829,15591,2,7,21,32,0,Short Cutlass
1830,4129,2,8,17,26,0,Long Bastard Sword
1831,20361,2,10,17,30,0,Oaken War Staff
1832,16845,4,1,7,0,2,Lucky Trousers
1835,14443,4,2,6,0,1,Dirty Leather Belt
1836,14249,4,2,9,0,1,Dirty Leather Bracers
1839,17126,4,2,6,0,1,Rough Leather Belt
1840,17170,4,2,9,0,1,Rough Leather Bracers
1843,14469,4,2,6,0,1,Tanned Leather Belt
1844,14471,4,2,9,0,1,Tanned Leather Bracers
1845,6864,4,3,6,0,1,Chainmail Belt
1846,13617,4,3,9,0,1,Chainmail Bracers
1849,16914,4,2,6,0,1,Cured Leather Belt
1850,14282,4,2,9,0,1,Cured Leather Bracers
1852,6985,4,3,9,0,1,Scalemail Bracers
1853,10410,4,3,6,0,1,Scalemail Belt
1893,19234,2,1,17,26,2,Miner's Revenge
1913,5009,2,4,21,32,1,Studded Blackjack
1917,20435,2,15,13,32,2,Jeweled Dagger
1925,20114,2,7,21,32,2,Defias Rapier
1926,5225,2,4,21,32,2,Weighted Sap
1927,19276,2,0,21,32,2,Deadmines Cleaver
1928,20415,2,10,17,30,2,Defias Mage Staff
1929,16848,4,1,7,0,2,Silk-threaded Trousers
1930,23067,4,1,16,0,2,Stonemason Cloak
1933,20418,2,10,17,30,2,Staff of Conjuring
1934,6774,4,2,7,0,2,Stonemason Trousers
1935,20471,2,15,13,32,3,Assassin's Blade
1936,20399,2,15,13,32,2,Goblin Screwdriver
1937,5040,2,7,13,32,2,Buzz Saw
1938,8565,2,4,21,32,2,Block Mallet
1943,697,4,3,7,0,2,Goblin Mail Leggings
1944,17062,4,2,10,0,2,Metalworking Gloves
1945,17189,4,2,10,0,2,Woodworking Gloves
1951,8279,2,7,13,32,2,Blackwater Cutlass
1955,6907,4,3,8,0,2,Dragonmaw Chain Boots
1958,1515,2,4,21,32,2,Petrified Shinbone
1959,14038,2,1,17,26,2,Cold Iron Pick
1965,3846,4,2,10,0,1,White Wolf Gloves
1974,16901,4,1,9,0,3,Mindthrust Bracers
1975,20179,2,8,17,26,3,Pysan's Old Greatsword
1976,8590,2,5,17,26,3,Slaghammer
1978,12813,4,2,10,0,3,Wolfclaw Gloves
1979,18793,4,6,14,28,4,Wall of the Dead
1981,8668,4,3,5,0,4,Icemail Jerkin
1982,20191,2,8,17,26,4,Nightblade
1986,20638,2,8,17,26,2,Gutrender
1988,25892,4,3,10,0,2,Chief Brigadier Gauntlets
1990,5533,2,5,17,26,2,Ballast Maul
1991,18269,2,5,17,26,2,Goblin Power Shovel
1992,21612,4,0,23,0,3,Swampchill Fetish
1994,19129,2,0,13,32,2,Ebonclaw Reaver
1997,16670,4,1,20,0,2,Pressed Felt Robe
1998,20356,2,10,17,30,2,Bloodscalp Channeling Staff
2000,20251,2,8,17,26,2,Archeus
2011,20120,2,7,21,32,3,Twisted Sabre
2013,20373,2,10,17,30,2,Cryptbone Staff
2014,5176,2,8,17,26,2,Black Metal Greatsword
2015,19255,2,1,17,26,2,Black Metal War Axe
2016,1727,4,3,5,0,2,Dusty Chain Armor
2017,6738,4,2,9,0,2,Glowing Leather Bracers
2018,20088,2,7,21,32,2,Skeletal Longsword
2020,20492,2,15,13,32,2,Hollowfang Blade
2021,18650,4,6,14,28,2,Green Carapace Shield
2024,22096,2,8,17,26,1,Espadon
2025,22115,2,1,17,26,1,Bearded Axe
2026,8593,2,5,17,26,1,Rock Hammer
2027,22079,2,7,13,32,1,Scimitar
2028,22119,2,4,13,32,1,Hammer
2029,19281,2,0,13,32,1,Cleaver
2030,22146,2,10,17,30,1,Gnarled Staff
2032,16887,4,1,9,0,2,Gallan Cuffs
2033,10711,4,2,8,0,2,Ambassador's Boots
2034,12699,4,1,20,0,2,Scholarly Robes
2035,5161,2,7,21,32,2,Sword of the Night Sky
2036,17054,4,2,10,0,2,Dusty Mining Gloves
2037,11447,4,3,8,0,2,Tunneler's Boots
2040,18399,4,6,14,28,3,Troll Protector
2041,8703,4,2,5,0,3,Tunic of Westfall
2042,20379,2,10,17,30,3,Staff of Westfall
2044,19220,2,0,21,32,2,Crescent of Forlorn Spirits
2046,22226,2,7,21,32,2,Bluegill Kukri
2047,8473,2,0,21,32,1,Anvilmar Hand Axe
2048,19770,2,4,21,32,1,Anvilmar Hammer
2054,19299,2,0,21,32,1,Trogg Hand Axe
2055,8579,2,4,21,32,1,Small Wooden Hammer
2057,20175,2,7,21,32,1,Pitted Defias Shortsword
2058,19611,2,5,17,26,2,Kazon's Maul
2059,22991,4,1,16,0,3,Sentry Cloak
2064,19650,2,4,21,32,1,Trogg Club
2065,20212,2,7,21,32,1,Rockjaw Blade
2066,19203,2,0,21,32,1,Skull Hatchet
2067,20431,2,10,17,30,1,Frostbit Staff
2069,16868,4,2,5,0,1,Black Bear Hide Vest
2072,20363,2,10,17,30,2,Dwarven Magestaff
2073,19134,2,0,21,32,2,Dwarven Hatchet
2074,20168,2,7,13,32,2,Solid Shortblade
2075,5218,2,4,21,32,2,Priest's Mace
2077,28578,2,10,17,30,2,Magician Staff
2078,20157,2,7,13,32,2,Northern Shortsword
2079,19637,2,4,13,32,2,Sergeant's Warhammer
2080,19400,2,0,13,32,2,Hillborne Axe
2084,20152,2,8,17,26,2,Darksteel Bastard Sword
2087,17095,4,2,5,0,2,Hard Crawler Carapace
